text	label	labelSecondary
تقييم تصميم وإرسال الاستبانة عبر شبكة الإنترنت العالمية	التحول_الرقمي_والمعلومات	نظم المعلومات
تكنولوجيا المعلومات والاتصالات وإيجاد القيمة في القطاع العام : منطق التصنيع مقابل منطق الخدمة.	التحول_الرقمي_والمعلومات	الحكومة الإلكترونية
ثورة البيانات	التحول_الرقمي_والمعلومات	علم البيانات والبيانات الضخمة
جرائم الحاسب الألي والإنترنت : الصعوبات التي تعترض المكافحة	التحول_الرقمي_والمعلومات	شبكات الحاسب الآلي
جودة المعلومات المحاسبية: دراسة تطبيقية على الشركات السعودية المساهمة للفترة من 1991 - 2009م	التحول_الرقمي_والمعلومات	إدارة المعلومات
دراسة تأثير إستراتيجية أنظمة المعلومات على الرضا عن مساهمة أنظمة المعلومات في أداء الشركات صغيرة الحجم	التحول_الرقمي_والمعلومات	نظم المعلومات
دليل المسئول التنفيذي لحوكمة تقنية المعلومات	التحول_الرقمي_والمعلومات	الحوكمة الرقمية
دمج قضايا تبني تقنيات المعلومات والاتصالات في نظرية القيادة الإلكترونية	التحول_الرقمي_والمعلومات	الحوكمة الرقمية
دور البيانات الضخمة في التنمية الإدارية - الفرص والتحديات	التحول_الرقمي_والمعلومات	علم البيانات والبيانات الضخمة
ذكاء الأعمال والتحليلات وعلم البيانات	التحول_الرقمي_والمعلومات	علم البيانات والبيانات الضخمة
رضا المستفيدين من الخدمات الحكومية الإلكترونية في المملكة العربية السعودية بالتطبيق على منطقة الرياض	التحول_الرقمي_والمعلومات	الحكومة الإلكترونية
قياس قطبية عوامل نجاح خدمتى إصدار التأشيرات والخدمات المرورية من أبشر باستخدام تقنيات التحليل النصي في مواقع الشبكات الاجتماعية	التحول_الرقمي_والمعلومات	علم البيانات والبيانات الضخمة
قياس قطبية عوامل نجاح خدمتى إصدار التأشيرات والخدمات المرورية من أبشر باستخدام تقنيات التحليل النصي في مواقع الشبكات الاجتماعية	التحول_الرقمي_والمعلومات	شبكات التواصل الإجتماعي
مبادىء البرمجة باستخدام لغة الجافا أسس نظرية وتطبيقات عملية	التحول_الرقمي_والمعلومات	برمجة
محددات جودة الخدمات الضريبية الإلكترونية للإدارات الضريبية: دراسة تحليلية مقارنة في مصر - السعودية - الأردن	التحول_الرقمي_والمعلومات	الحكومة الإلكترونية
مخاطر أمن نظم المعلومات المحاسبية الإلكترونية : دراسة ميدانية على المنشآت السعودية	التحول_الرقمي_والمعلومات	أمن المعلومات 
مخاطر أمن نظم المعلومات المحاسبية الإلكترونية : دراسة ميدانية على المنشآت السعودية	التحول_الرقمي_والمعلومات	نظم المعلومات
مدى اهتمام الجمارك الأردنية بتطبيق الضوابط الرقابية لأمن المعلومات المحاسبية في بيئة تكنولوجيا	التحول_الرقمي_والمعلومات	نظم المعلومات
مقدمة في الحاسب الالي	التحول_الرقمي_والمعلومات	أساسيات
مقدمة في نمذجة البيانات المفتوحة والبنى التحتية والنتائج المترتبة عليها	التحول_الرقمي_والمعلومات	البيانات المفتوحة
مقومات الاقتصاد الرقمي	التحول_الرقمي_والمعلومات	الحوكمة الرقمية
نظم المعلومات الإدارية	التحول_الرقمي_والمعلومات	نظم المعلومات
نمذجة البيانات في قواعدالبيانات والتحويل بين النماذج	التحول_الرقمي_والمعلومات	قواعد البيانات 
واقع الاستفادة من الحاسب الآلى(بحث)	التحول_الرقمي_والمعلومات	الحوكمة الرقمية
 احكام الاثبات	القانون	المرافعات
 التنظيم القانوني للمجل التجاري في النظام السعودي : دراسة	القانون	القضاء الإداري
 أشكالية تنفيذ الاحكام القضائية الصادرة ضد الادارة : دراسة مقارنة	القانون	أحكام ودعاوى
 أهمية التعليم المهني المستمر للمحاسب القانوني	القانون	القانون
اثر جودة لجان المراجعة على مستوى الافصاح الاختياري بشركات المساهمة السعودية : دراسة نظرية تطبيقية	القانون	نظام الشركات
اساس تطبيق نظرية الظروف الطارئة بين القانون المقارن والشريعة الإسلامية	القانون	أطر نظرية
اساس تطبيق نظرية الظروف الطارئة بين القانون المقارن والشريعة الإسلامية	القانون	الفقه الإسلامي
استخدام الأساليب الإحصائية في المحاسبة القضائية	القانون	المحاسبة القضائية
استقلال القضاء والادعاء العام في الأنظمة السعودية : دراسة مقارنة	القانون	أطر نظرية
استقلالية مدقق الحسابات في التشريعات العربية " دراسة تحليلية مقارنة "	القانون	القانون المالي
الاختصاص التشريعي لمجلس الشورى في المملكة العربية السعودية	القانون	اختصاصات تشريعية
الادعاء العام والمحاكمة الجنائية	القانون	المحاكمة الجنائية
الاشكالات القانونية الناشئه عن تقديم وتقييم الحصة العينية في شركات المساهمة	القانون	نظام الشركات
الاعتراض على الحكم القضائي لخطأ في وصفه في النظام السعودي	القانون	أحكام ودعاوى
الاوراق التجارية في النظام السعودي	القانون	القانون المالي
الإثبات الجنائي في القانون المقارن والفقة الاسلامي	القانون	المرافعات
الإدارة المعرفية للقضاة من منظور السياسة الشرعية	القانون	الفقه الإسلامي
الإطار القانوني لشراء الشركات المساهمة لأسهمها : دراسة تحليلية نقدية في ضوء نظام الشركات والسوق المالي	القانون	نظام الشركات
الأحكام النظامية في ترقية القيادات الإدارية وفقًا للائحة الترقيات في المملكة العربية السعودية	القانون	قانون العمل
الآثار القانونية لجائحة كورونا (كوفيد 19) على تنفيذ عقود التجارة الدولية	القانون	العقود
الآثار القانونية لفيروس كورونا (كوفيد - 19) على الالتزامات التعاقدية في ضوء نظريتي القوة القاهرة والظروف الطارئة في المملكة العربية السعودية.	القانون	العقود
البيئة القانونية ورؤية المملكة 2030	القانون	أطر نظرية
التأمينات الاجتماعية ونظامها في المملكة العربية السعودية	القانون	التأمينات
التعاقد بين غائبين في تشريعات الدول العربية	القانون	العقود
التعاقد بين غائبين في تشريعات الدول العربية	القانون	الفقه الإسلامي
التفسير القضائي في القانون المدني	القانون	قانون مدني
التكييف القانوني لجزاءات العقود الإدارية وأثره على طلب وَقْف تنفيذها أمام ديوان المظالم	القانون	العقود
التكييف القانوني لجزاءات العقود الإدارية وأثره على طلب وَقْف تنفيذها أمام ديوان المظالم	القانون	أحكام ودعاوى
التنظيم الاتفاقي لمفاوضات العقود الإدارية : دراسة مقارنة بين المملكة العربية السعودية ومصر 	القانون	العقود
الجريمة	القانون	أطر نظرية
الجريمة والفساد في المنظمات .لماذا تحدث وماالذي يجب فعله بشأنها	القانون	القضاء الإداري
الجوانب القانونية في اختيار القادة الإداريين : دراسة تطبيقية في المملكة العربية السعودية 	القانون	القضاء الإداري
الجوانب القانونية في إدارة المفاوضات وابرام العقود	القانون	العقود
الجوانب القانونية للأنظمة المتعلقة بالوظيفة العامة في المملكة التي تحد من أداء وانجاز القيادات الإدارية الحكومية	القانون	قانون العمل
الحجية المطلقة للقيد في نظام التسجيل العيني للعقارات : دراسة للنظام في المملكة العربية السعودية	القانون	قانون العقارات
الحماية الإجرائية للحديث الخاص : دراسة في النظام السعودي والقانون المقارن	القانون	أحكام ودعاوى
الحماية الجنائية الموضوعية للحياة الخاصة من جرائم الانترنت في التشريع المصري : (مدعما بالأدلة الشرعية)	القانون	القانون الجزائي
الحماية الجنائية الموضوعية للحياة الخاصة من جرائم الانترنت في التشريع المصري : (مدعما بالأدلة الشرعية)	القانون	الفقه الإسلامي
الحماية الجنائية للبيئة في النظام السعودي	القانون	المحاكمة الجنائية
الحماية القانونية لثبات رأس المال في شركات الأموال السعودية	القانون	نظام الشركات
الحماية القانونية للبيئة في المملكة العربية السعودية	القانون	أخرى
الحمايةالإجرائية من الغش التجاري	القانون	الغش التجاري
الرقابة القضائية على أعمال الإدارة في المملكة	القانون	رقابة قضائية
السلطة التقديرية للإدارة في المجال التأديبي : بحث تحليلي على ضوء أحكام ديوان المظالم السعودي	القانون	التأديب
السياسات المالية بين أولويات النمو ومتطلبات العدالة	القانون	العدالة
الـشكل في الفقة الاسلامي(دراسة موازنة)	القانون	الفقه الإسلامي
القـانون الإداري السعودي	القانون	القضاء الإداري
القانون الإداري في المملكة العربية السعودية	القانون	القضاء الإداري
القانون المالي	القانون	القانون المالي
القانون المالي في المملكة العربية السعودية	القانون	القانون المالي
القرارات الإدارية المعدومة في الفقه والقضاء : دراسة مقارنة	القانون	الفقه الإسلامي
القرارات الإدارية المعدومة في الفقه والقضاء : دراسة مقارنة	القانون	القضاء الإداري
القضاء الإداري وتطبيقاته في المملكة العربية السعودية	القانون	القضاء الإداري
القواعد المنظمة لاستثمار المؤسسات المالية الأجنبية في سوق المال: قراءة اقتصادية وقانونية	القانون	نظام الشركات
المبادئ القانونية في صياغة عقود التجارة الدولية	القانون	النظام التجاري
المحاسبة الضربيية والزكوية	القانون	الفقه الإسلامي
المدخل إلى النظام التجاري السعودي	القانون	النظام التجاري
المرجع في العقود الإدارية	القانون	العقود
المرجع في العقود الإدارية في المملكة العربية السعودية	القانون	العقود
المستحدث في نظام التحكيم السعودي الجديد الصادر بالمرسوم الملكي رقم 34 وتاريخ 24 / 5 / 1433 هـ	القانون	أحكام ودعاوى
النطاق القانوني لمبدأ منع الأجانب من ممارسة التجارة في المملكة العربية السعودية	القانون	القانون المالي
النظام القانوني للاستثمار الاجنبي	القانون	قانون الاستثمار
النظام القانوني للشيك الالكتروني وحجية التعامل به " دراسة تحليلية مقارنه "	القانون	القانون المالي
الوسيط في شرح التنظيم القضائي الجديد	القانون	أخرى
امتحانات التوظيف في الإسلام	القانون	الفقه الإسلامي
إجراءات التحقيق والمحاكمة في نظام الإجراءات الجزائية السعودي	القانون	الجزاءات
إجراءات التحقيق والمحاكمة في نظام الإجراءات الجزائية السعودية	القانون	المرافعات
إلغاء الأنظمة في المملكة العربية السعودية: دراسة تحليلية للأحكام النظامية في ضوء قضاء ديوان المظالم.	القانون	أحكام ودعاوى
أثر التخصص المهني على دور المحاسبة القضائية في اكتشاف ممارسات التلاعب بالأرقام المالية: دراسة	القانون	أخرى
أحكام التظلم في دعوى الإلغاء في ضوء النظام السعودي : دراسة تحليلية مقارنة 	القانون	أحكام ودعاوى
أحكام الضرر في المسؤولية الإدارية	القانون	الجزاءات
أحكام الغرامة التأخيرية في نظام المنافسات السعودي ورقابة ديوان المظالم عليها : دراسة تحليلية	القانون	ديوان المظالم
أحكام الغرامة التأخيرية في نظام المنافسات السعودي ورقابة ديوان المظالم عليها : دراسة تحليلية	القانون	القانون المالي
أحكام تأديب الموظفين	القانون	قانون العمل
أصول التحقيق الجنائي وتطبيقاتها في المملكة العربية السعودية	القانون	التحقيق الجنائي
أهمية تفعيل المسؤولية القانونية الشخصية للموظفين الحكوميين عن أخطائهم لضمان تمتع عملاء الجهاز الحكومي بحقوقهم ومراكزهم القانونية	القانون	المسئولية القانونية
آليات تفعيل الثقافة القانونية	القانون	القانون
تأثير مخاطر الدعاوى القضائية على ممارسات التحفظ المحاسبي في الشركات المتهمة بالتلاعب	القانون	أحكام ودعاوى
تطور في القانون : قارسيتي ضد سيبالوس وحق حرية التعبير في مكان العمل للموظفين العموميين	القانون	أطر نظرية
تقويم نظام الرعاية الطبية الفعالية والكفاءة والانصاف	القانون	العدالة
جرائم الحاسب الألي والإنترنت : الصعوبات التي تعترض المكافحة	القانون	جرائم الانترنت
جريمة استغلال النفوذ في القانون المقارن والنظام السعودية	القانون	استغلال النفوذ
جريمة الاحتيال في السوق المالية وفقاً للنظام السعودي	القانون	الغش التجاري
جريمة الرشوة في النظام السعودي	القانون	جريمة الرشوة
جريمة سرقة المال المعلوماتي في القوانين المعاصرة 	القانون	جرائم الانترنت
حق المتهم في المساعدة القانونية في نظام العدالة الجنائية السعودي 	القانون	العدالة
حق المتهم في محاكمة عادلة في المواثيق الدولية	القانون	العدالة
حقوق مالك العقار المرهون وفق نظام الرهن العقاري المسجل في المملكة العربية السعودية " دراسة مقارنة " 	القانون	قانون العقارات
دور الأجهزة الرقابية في رفع مستوى الخدمات المقدمة للعملاء في القطاع الحكومي	القانون	رقابة قضائية
دور القانون في فعالية القيادات الإدارية الحكومية: دراسة تحليلية في ضوء قضاء ديوان المظالم في المملكة العربية السعودية	القانون	ديوان المظالم
سماع الشهود ومناقشتهم في المسائل الجنائية في النظام السعودي	القانون	المرافعات
شرح أنظمة الحكم في المملكة العربية السعودية	القانون	أنظمة الحكم
شركة التوصية البسيطة	القانون	نظام الشركات
شركة الشخص الواحد في نظام الشركات السعودي	القانون	نظام الشركات
ضمانات التأديب شبه القضائي : دراسة تحليلية للتأديب القضائي في اللائحة المنظمة لشؤون منسوبي الجامعات	القانون	التأديب
ضمانات الموظف في مرحلة التحقيق الإداري في النظام السعودي	القانون	القضاء الإداري
ضوابط سن السياسة العامة: دراسة من المنظور الشرعي الإداري	القانون	القضاء الإداري
ضوابط سن السياسة العامة: دراسة من المنظور الشرعي الإداري	القانون	الفقه الإسلامي
فكرة حسن النية في مجال الجنسية : دراسة تحليلية لنصوص نظام الجنسية العربية السعودية	القانون	قانون مدني
مبدأ حرية التنافس في التعاقد في تنفيذ العقود الإدارية وضوابطه في النظام السعودي : دراسة تحليلية	القانون	العقود
مسائل حوكمة الشركات	القانون	نظام الشركات
مسائل حوكمة الشركات نظرة فاحصة على الخيارات التنظمية وتبعاتها 	القانون	النظام التجاري
ممارسة الإفصاح عن رأس المال البشري في الشركات ذات الملكية الحكومية المدرجة في السوق المالية السعودية: دراسة استكشافية.	القانون	نظام الشركات
موقف ديوان المظالم من نفاذ القرار الاداري المعلق على شرط واقف	القانون	ديوان المظالم
نافخو الصافرات بين الحاجة الإدارية والحماية القانونية	القانون	أطر نظرية
نزع الملكية للمنفعة العامة في المملكة العربية السعودية	القانون	نزع الملكية
نظام الرهن العقاري المسجل الجديد عرض وتعليق	القانون	قانون العقارات
نظام الزكاة وضريبة الدخل	القانون	الفقه الإسلامي
نظام الطعن بالتمييز في المملكة	القانون	أخرى
نظام العمل السعودي الجديد : عرض وتعليق	القانون	قانون العمل
نظام القضاء في المملكة	القانون	
نظرة حول طرق الفصل في المخالفات والخلافات الناشئة عن الاستثمار الأجنبي وفقاً لنظام الاستثمار الأجنبي	القانون	قانون الاستثمار
نظرية العقود الإدارية	القانون	العقود
نظرية المساهمة الجرمية : دراسة مقارنة	القانون	القانون الجزائي
 اتجاهات التكامل في أسواق الاسهم العالمية وأسواق الاسهم لدول مجلس التعاون الخليجي	المال_والأعمال	الأسهم والأسواق المالية
 اثر جودة حوكمة الشركات على سياسة توزيع الارباح في سوق الكويت المالية	المال_والأعمال	حوكمة الشركات
 اثر جودة حوكمة الشركات على سياسة توزيع الارباح في سوق الكويت المالية	المال_والأعمال	سياسات مالية
 الاعتمادات المستندية	المال_والأعمال	التمويل
 الشراكة بين القطاعين الحكومي والخاص كصيغة لتنويع مصادر التمويل في مجال التعليم العام	المال_والأعمال	التمويل
 الشراكة بين القطاعين الحكومي والخاص كصيغة لتنويع مصادر التمويل في مجال التعليم العام	المال_والأعمال	شراكات
 العوامل المحددة لاختيار العملاء السعوديين للبنوك في مدينة الرياض بالمملكة العربية السعودية 	المال_والأعمال	بنوك
 العوامل المؤثرة على السلوك الإداري الابتكاري لدى المديرين في قطاع البنوك التجارية السعودية	المال_والأعمال	بنوك
 أثر التغيير الدوري للمراجع الخارجي على جودة القوائم المالية بالشركات المساهمة: بالتطبيق على البنوك	المال_والأعمال	تقارير مالية
 أثر التغيير الدوري للمراجع الخارجي على جودة القوائم المالية بالشركات المساهمة: بالتطبيق على البنوك	المال_والأعمال	بنوك
 أهمية التعليم المهني المستمر للمحاسب القانوني	المال_والأعمال	محاسبة
 تحليل اقتصادي لمحددات النمو العمراني في مدينة بريدة بمنطقة القصيم	المال_والأعمال	تحليل إقتصادي
 تحليل العلاقة بين الإفصاح المحاسبي عن المعلومات المستقبلية وتكلفة رأس المال وأثرها على كفاءة القرارات	المال_والأعمال	تكاليف
 تقييم لنتائج المؤتمرات الوزارية لمنظمة التجارة العالمية من سنغافورة حتى هونج كونج	المال_والأعمال	التجارة الخارجية
 دراسة ميدانية للعوامل المؤثرة في تغيير المراجع الخارجي بالشركات المساهمة في المملكة العربية السعودية	المال_والأعمال	محاسبة
 دور شبكات التواصل الاجتماعي في تحفيز النمو الاقتصادي للمشاريع الصغيرة والمتوسطة : دراسة ميدانية	المال_والأعمال	شركات صغيرة ومتوسطة
 دور شبكات التواصل الاجتماعي في تحفيز النمو الاقتصادي للمشاريع الصغيرة والمتوسطة : دراسة ميدانية	المال_والأعمال	النمو الإقتصادي
 عرض نقدي لكتاب تكنولوجيا المعلومات للادارة : تحول المنظمات نحو الاقتصاد الرقمي 	المال_والأعمال	ذكاء الأعمال
 كفاءة الاسواق المالية وامكانية التكامل المالي بين مجلس التعاون لدول الخليج العربية	المال_والأعمال	الأسهم والأسواق المالية
 نظام الموازنة السعودي : تقييم مؤسسي	المال_والأعمال	تحليل إقتصادي
 نموذج نظري لسوق العمل السعودي وسياسات توظيف العمالة الوطنية 	المال_والأعمال	سوق العمل
اتجاهات البحوث المحاسبية المنشورة بالمجلات المحكمة في المملكة العربية السعودية خلال السنوات 2001 	المال_والأعمال	محاسبة
اثر الافصاح عن التنبؤات المالية في قرارات الاستثمار في الاوراق المالية مع دراسة تطبيقية	المال_والأعمال	الأسهم والأسواق المالية
اثر التوجة الريادي في اداء المصارف العاملة في الأردن	المال_والأعمال	بنوك
اثر المراجعة المشتركة على جودة الارباح المحاسبية للشركات المسجلة في سوق الاوراق المالية السعودي	المال_والأعمال	الأسهم والأسواق المالية
اثر المراجعة المشتركة على جودة الارباح المحاسبية للشركات المسجلة في سوق الاوراق المالية السعودي	المال_والأعمال	محاسبة
اثر جودة لجان المراجعة على مستوى الافصاح الاختياري بشركات المساهمة السعودية : دراسة نظرية تطبيقية	المال_والأعمال	أطر نظرية
اثر مخرجات التحليل المالي على المخاطر النظامية للاسهم السعودية : دراسة تحليلية للشركات الصناعية	المال_والأعمال	تحليل إقتصادي
اثر مخرجات التحليل المالي على المخاطر النظامية للاسهم السعودية : دراسة تحليلية للشركات الصناعية	المال_والأعمال	الأسهم والأسواق المالية
اثر مخرجات التحليل المالي على المخاطر النظامية للاسهم السعودية : دراسة تحليلية للشركات الصناعية	المال_والأعمال	الصناعة
اختيار التغيرات الهيكلية في سلوك عناصر الإنفاق الكلى في الاقتصاد السعودى	المال_والأعمال	تحليل إقتصادي
ادارة الأزمات بين الوقائية والعلاجية : دراسة مسحية في المصارف الأردنية	المال_والأعمال	بنوك
ادارة عملية تعلم العلوم التجارية	المال_والأعمال	أطر نظرية
استخدام الأساليب الإحصائية في المحاسبة القضائية	المال_والأعمال	محاسبة
استخدام شبكة الانترنت في الاعلان الالكتروني في منشات الحاسب الالي السعودية	المال_والأعمال	تسويق
استراتيجيات التسويق لخدمات القطاع العام	المال_والأعمال	تسويق
اكتشاف الغش والتلاعب في القوائم المالية	المال_والأعمال	الغش التجاري
الاتجاهات النفسية للمستلكين نحو الإستراتيجيات التسويقية لمنشآت الأعمال بالسوق السعودية	المال_والأعمال	تسويق
الاقتصاديات النامية في ظل منظمة التجارة العالمية	المال_والأعمال	مؤسسات ومنظمات دولية
الانتاجية والتغير التقني في المصارف الاسلامية : منهجية مؤشر مالمكويست	المال_والأعمال	بنوك
الاندماج في الاردن : دراسة ميدانية على البنوك التجارية	المال_والأعمال	بنوك
الانعكاسات المحاسبية لحوكمة الشركات على مؤشرات الاداء واثرها على عوائد الاسهم بالتطبيق على الشركات	المال_والأعمال	حوكمة الشركات
الانعكاسات المحاسبية لحوكمة الشركات على مؤشرات الاداء واثرها على عوائد الاسهم بالتطبيق على الشركات	المال_والأعمال	محاسبة
الاوراق التجارية في النظام السعودي	المال_والأعمال	بنوك
الإطار القانوني لشراء الشركات المساهمة لأسهمها : دراسة تحليلية نقدية في ضوء نظام الشركات والسوق المالي	المال_والأعمال	الأسهم والأسواق المالية
الإنفاق الرأسمالي الحكومي والنمو الاقتصادي طويل الأجل في المملكة العربية السعودية	المال_والأعمال	النمو الإقتصادي
الإنفاق العمومي والاستثمار الخاص : اختيار أثر المزاحمة عبر المعاينة المعادة	المال_والأعمال	أطر نظرية
الأثر غير المتماثل لصدمات أسعار النفط على المتغيرات الاقتصادية الكلية في المملكة العربية السعودية	المال_والأعمال	الأسعار
الأثر غير المتماثل لصدمات أسعار النفط على المتغيرات الاقتصادية الكلية في المملكة العربية السعودية	المال_والأعمال	المتغيرات الإقتصادية
الأسهم في المدى الطويل	المال_والأعمال	الأسهم والأسواق المالية
الأهمية النسبية للمواضيع المحاسبية في مبادئ حوكمة الشركات: مقياس موزون مقترح	المال_والأعمال	حوكمة الشركات
الأهمية النسبية للمواضيع المحاسبية في مبادئ حوكمة الشركات: مقياس موزون مقترح	المال_والأعمال	محاسبة
التحليل الاقتصادي في الرعاية الصحية	المال_والأعمال	تحليل إقتصادي
التخطيط الاستراتيجي للشراكة بين المنظمات التعليمية والقطاع الخاص لتنمية كفاءة الأداء الإداري (أنموذج مقترح لوزارة التعليم بالمملكة العربية السعودية)	المال_والأعمال	شراكات
التدريب الحكومي لريادة الأعمال في المملكة العربية السعودية: دراسة استطلاعية على عينة من رواد ورائدات الأعمال	المال_والأعمال	ريادة الأعمال
التدريب المتبادل قناة التنمية الإدارية (تصور مقترح)	المال_والأعمال	شراكات
التسويـق (دراسة تحليلية)	المال_والأعمال	تسويق
التطورات الحديثة والمعاصرة في المحاسبة القومية	المال_والأعمال	محاسبة
التطورات الحديثة والمعاصرة في المحاسبة القومية	المال_والأعمال	أطر نظرية
التطوير الشامل للإدارة العامة لتعزيز اقتصاد ريادة الأعمال بالمملكة العربية السعودية	المال_والأعمال	النمو الإقتصادي
التقارير المالية والمصرفية	المال_والأعمال	تقارير مالية
التنبؤ بالمبيعات	المال_والأعمال	مبيعات
التنبؤ بالمبيعات	المال_والأعمال	ذكاء الأعمال
التنوع المتحقق في الاقتصاد السعودي	المال_والأعمال	تحليل إقتصادي
التوزيع الالكتروني لمعلومات تقارير الأعمال ومدى الحاجة لتنظيم جانبه المالى : دراسة اختبارية للمتغيرات	المال_والأعمال	تقارير مالية
التوزيع الالكتروني لمعلومات تقارير الأعمال ومدى الحاجة لتنظيم جانبه المالى : دراسة اختبارية للمتغيرات	المال_والأعمال	أطر نظرية
الجوانب الاقتصادية والمالية في الميزانية العامة للدولة	المال_والأعمال	الميزانية العامة للدولة
الحجم الأمثل للإنفاق الحكومي في المملكة العربية السعودية خلال الفترة 1970 - 2016	المال_والأعمال	تحليل إقتصادي
الحمايةالإجرائية من الغش التجاري	المال_والأعمال	الغش التجاري
الخدمات العامة وآليات السوق	المال_والأعمال	آليات السوق
الخطط التسويقية	المال_والأعمال	تسويق
الدور المستقبلي لمهنة المحاسبة والمراجعة السعودية في ضوء اتفاقيات منظمة التجارة العالمية 	المال_والأعمال	محاسبة
الذكاء المحوسب وتطبيقاته في ميادين التجارة والأعمال	المال_والأعمال	ذكاء الأعمال
السياسات المالية	المال_والأعمال	سياسات مالية
السياسات المالية بين أولويات النمو ومتطلبات العدالة	المال_والأعمال	سياسات مالية
الشراكة بين القطاعين العام والخاص PPP ودورها في التنمية الإدارية في ضوء رؤية 2030 وبرنامج التحول الوطني	المال_والأعمال	شراكات
الشركة الذكية.خمس خطوات الى النجاح	المال_والأعمال	ذكاء الأعمال
العلاقة السببية بين اتجاهات التجارة الخارجية والنمو الاقتصادي	المال_والأعمال	النمو الإقتصادي
العلاقة السببية بين اتجاهات التجارة الخارجية والنمو الاقتصادي	المال_والأعمال	تحليل إقتصادي
العلاقة السببية بين اتجاهات التجارة الخارجية والنمو الاقتصادي	المال_والأعمال	التجارة الخارجية
العلاقة بين حوكمة الشركات وتوزيعات الاسهم النقدية في ظل اختلاف نشاط الشركات المساهمة	المال_والأعمال	حوكمة الشركات
العلاقة بين حوكمة الشركات وتوزيعات الاسهم النقدية في ظل اختلاف نشاط الشركات المساهمة	المال_والأعمال	الأسهم والأسواق المالية
العلاقة بين متغيرات الاقتصاد الكلي وعوائد الأسهم: : دراسة اختبارية لفرض كفاءة السوق ونظرية التسعير	المال_والأعمال	الأسهم والأسواق المالية
العلاقة بين متغيرات الاقتصاد الكلي وعوائد الأسهم: : دراسة اختبارية لفرض كفاءة السوق ونظرية التسعير	المال_والأعمال	الأسعار
العلاقه بين توقيت الإعلان عن المعلومات المالية وخصائص الشركات المساهمة السعودية	المال_والأعمال	تقارير مالية
العوامل السلوكية المؤثرة على ولاء مستخدمي الهاتف الخلوي لمزودي الخدمة في المملكة العربية السعودية	المال_والأعمال	ولاء العملاء
العوامل السلوكية المؤثرة على ولاء مستخدمي الهاتف الخلوي لمزودي الخدمة في المملكة العربية السعودية	المال_والأعمال	تسويق
العوامل المؤثرة على القيم الدفترية لشركات التأمين المدرجة في السوق المالية السعودية 	المال_والأعمال	الأسهم والأسواق المالية
العوامل المؤثرة في التوجه التسويقي في المنشآت الصغيرة	المال_والأعمال	تسويق
العوامل المؤثرة في التوجه التسويقي في المنشآت الصغيرة	المال_والأعمال	شركات صغيرة ومتوسطة
القواعد المنظمة لاستثمار المؤسسات المالية الأجنبية في سوق المال: قراءة اقتصادية وقانونية	المال_والأعمال	الأسهم والأسواق المالية
القواعد المنظمة لاستثمار المؤسسات المالية الأجنبية في سوق المال: قراءة اقتصادية وقانونية	المال_والأعمال	الملكية الأجنبية
القياس المحاسبي لممارسة إدارة الأرباح بمنظمات الأعمال وسبل معالجتها: دراسة نظرية تطبيقية	المال_والأعمال	محاسبة
القياس والإفصاح المحاسبي عن رأس المال المعرفي لدعم أهداف التمية الإدارية ببرنامج التحول الوطني 2020 في المملكة العربية السعودية: المشكلات والحلول المقترحة (دراسة تطبيقية على شركات الاتصالات السعودية)	المال_والأعمال	محاسبة
الكفالات البنكية في المملكة (دراسة مقارنة)	المال_والأعمال	بنوك
المحاسبة الإدارية في القطاع العام في الاقتصاديات الناشئة: : استعراض الأدبيات	المال_والأعمال	محاسبة
المحاسبة الحكومية	المال_والأعمال	محاسبة
المحاسبة الحكومية الفعالة	المال_والأعمال	محاسبة
المحاسبة الحكومية في المملكة العربية السعودية	المال_والأعمال	محاسبة
المحاسبة الضربيية والزكوية	المال_والأعمال	محاسبة
المحاسبة الضربيية والزكوية	المال_والأعمال	الزكاة والضرائب
المحاسبة في الاجهزة الحكومية	المال_والأعمال	محاسبة
المدخل إلى النظام التجاري السعودي	المال_والأعمال	النظام التجاري
المراجعة الإستراتيجية للحوكمة ومدى توافرها في البيئة السودانية دراسة ميدانية على بعض المصارف السودانية.	المال_والأعمال	بنوك
المكونات الرئيسة للمزيج الترويجي وأثرها في النشاط التسويقي	المال_والأعمال	تسويق
المنافسة والكفاءة وتخصيص التكلفة في المؤسسات الحكومية : واقع التطبيق على نظام الاحتياطي الفيدرالي	المال_والأعمال	تكاليف
النظام البنكي السعودي	المال_والأعمال	بنوك
النظام القانوني للاستثمار الاجنبي	المال_والأعمال	
النظام القانوني للشيك الالكتروني وحجية التعامل به " دراسة تحليلية مقارنه "	المال_والأعمال	بنوك
النظرية الحديثة للمحافظ الاستثمارية وإمكانية تطبيقها على سوق الأسهم السعودية	المال_والأعمال	الأسهم والأسواق المالية
النظرية الحديثة للمحافظ الاستثمارية وإمكانية تطبيقها على سوق الأسهم السعودية	المال_والأعمال	أطر نظرية
النقد والتمويل الدولي	المال_والأعمال	التمويل
إدارة الربح في الشركات السعودية	المال_والأعمال	تحليل إقتصادي
إطار مقترح لتفعيل دور حوكمة الشركات في تحجيم استخدام بعض أساليب المحاسبة الإبداعية	المال_والأعمال	محاسبة
إطار مقترح لتفعيل دور حوكمة الشركات في تحجيم استخدام بعض أساليب المحاسبة الإبداعية	المال_والأعمال	حوكمة الشركات
أثر استراتيجية التمويل في قيمة سهم الشركة : دليل من شركات قطاع الصناعة السعودية	المال_والأعمال	الأسهم والأسواق المالية
